0	11.6144	0.000188028	2.5e+06
0.01	11.6144	0.000199259	2.5e+06
0.02	11.6144	0.000200064	2.5e+06
0.03	11.6144	0.000200296	2.5e+06
0.04	11.6144	0.000200534	2.5e+06
0.05	11.6144	0.000200809	2.5e+06
0.06	11.6144	0.000201117	2.5e+06
0.07	11.6144	0.000201452	2.5e+06
0.08	11.6144	0.00020181	2.5e+06
0.09	11.6144	0.000202184	2.5e+06
0.1	11.6144	0.000202569	2.5e+06
0.11	11.6144	0.000202958	2.5e+06
0.12	11.6144	0.000203346	2.5e+06
0.13	11.6144	0.000203728	2.5e+06
0.14	11.6144	0.000204101	2.5e+06
0.15	11.6144	0.000204461	2.5e+06
0.16	11.6144	0.000204804	2.5e+06
0.17	11.6144	0.000205128	2.5e+06
0.18	11.6144	0.000205432	2.5e+06
0.19	11.6144	0.000205714	2.5e+06
0.2	11.6144	0.000205974	2.5e+06
0.21	11.6144	0.000206212	2.5e+06
0.22	11.6144	0.000206428	2.5e+06
0.23	11.6144	0.000206623	2.5e+06
0.24	11.6144	0.000206799	2.5e+06
0.25	11.6144	0.000206955	2.5e+06
0.26	11.6144	0.000207094	2.5e+06
0.27	11.6144	0.000207218	2.5e+06
0.28	11.6144	0.000207327	2.5e+06
0.29	11.6144	0.000207424	2.5e+06
0.3	11.6144	0.00020751	2.5e+06
0.31	11.6144	0.000207586	2.5e+06
0.32	11.6144	0.000207654	2.5e+06
0.33	11.6144	0.000207716	2.5e+06
0.34	11.6144	0.000207772	2.5e+06
0.35	11.6144	0.000207823	2.5e+06
0.36	11.6144	0.000207872	2.5e+06
0.37	11.6144	0.000207918	2.5e+06
0.38	11.6144	0.000207963	2.5e+06
0.39	11.6144	0.000208007	2.5e+06
0.4	11.6144	0.000208052	2.5e+06
0.41	11.6144	0.000208097	2.5e+06
0.42	11.6144	0.000208145	2.5e+06
0.43	11.6144	0.000208194	2.5e+06
0.44	11.6144	0.000208247	2.5e+06
0.45	11.6144	0.000208304	2.5e+06
0.46	11.6144	0.000208366	2.5e+06
0.47	11.6144	0.000208433	2.5e+06
0.48	11.6144	0.000208507	2.5e+06
0.49	11.6144	0.000208588	2.5e+06
0.5	11.6144	0.000208677	2.5e+06
0.51	11.6144	0.000208775	2.5e+06
